Transaction_Amount,Is_Weekend,Risk_Score,Fraud_Label,Hour,DayOfWeek,Location_London,Location_Mumbai,Location_New York,Location_Sydney,Location_Tokyo,Merchant_Category_Clothing,Merchant_Category_Electronics,Merchant_Category_Groceries,Merchant_Category_Restaurants,Merchant_Category_Travel
42.45,0,0.0628,0,9,1,True,False,False,False,False,False,False,False,False,True
48.05,1,0.5708,0,14,2,False,False,False,False,True,False,False,False,True,False
12.44,1,0.8744,1,20,0,False,True,False,False,False,False,False,False,True,False
13.97,1,0.9724,1,7,0,False,False,False,True,False,True,False,False,False,False
264.3,0,0.2865,0,18,6,True,False,False,False,False,False,False,True,False,False
10.05,0,0.3587,0,17,6,False,True,False,False,False,False,False,False,True,False
19.78,1,0.6544,0,20,5,False,False,False,True,False,False,False,True,False,False
120.64,0,0.1796,0,20,2,True,False,False,False,False,False,False,False,True,False
10.78,0,0.2915,0,5,1,False,False,False,False,True,False,False,True,False,False
144.46,1,0.284,0,7,0,False,False,True,False,False,True,False,False,False,False
88.96,0,0.661,0,12,3,True,False,False,False,False,False,False,True,False,False
130.32,0,0.1397,0,1,1,True,False,False,False,False,False,False,True,False,False
132.19,0,0.8459,0,16,0,True,False,False,False,False,False,False,False,True,False
96.84,0,0.3973,0,2,4,False,False,False,True,False,False,False,True,False,False
100.72,0,0.2374,0,13,2,False,False,False,False,True,False,False,False,False,True
36.92,1,0.058,0,19,4,False,False,False,False,True,False,True,False,False,False
108.35,1,0.805,0,14,6,False,False,False,True,False,False,False,False,False,True
138.92,0,0.2835,0,6,1,False,False,True,False,False,False,False,False,True,False
14.15,0,0.4636,0,16,4,True,False,False,False,False,False,False,True,False,False
163.25,0,0.4429,0,16,4,False,False,True,False,False,False,False,False,True,False
12.45,1,0.4886,0,21,3,False,False,False,False,True,False,False,False,False,True
17.68,0,0.1354,0,16,5,True,False,False,False,False,False,True,False,False,False
47.47,0,0.4117,1,0,4,False,False,True,False,False,False,True,False,False,False
68.71,0,0.1876,1,18,1,False,False,False,True,False,False,False,False,False,True
1.79,0,0.8234,0,21,1,False,True,False,False,False,False,False,True,False,False
257.96,0,0.2225,0,4,1,False,False,True,False,False,False,True,False,False,False
109.03,0,0.1134,0,20,6,False,False,False,False,True,False,False,True,False,False
53.25,1,0.1746,0,15,6,True,False,False,False,False,False,False,False,True,False
112.79,0,0.3724,1,9,1,False,False,False,True,False,False,False,True,False,False
139.47,0,0.0033,0,20,1,False,False,False,False,True,False,False,False,True,False
61.63,0,0.4675,0,18,4,False,True,False,False,False,False,False,False,True,False
29.33,0,0.6922,0,17,3,False,False,False,False,True,True,False,False,False,False
309.57,0,0.3446,1,12,2,False,False,True,False,False,True,False,False,False,False
138.97,1,0.911,1,12,2,False,False,False,True,False,False,False,False,True,False
82.54,0,0.3536,0,2,2,False,False,False,False,True,False,False,True,False,False
127.77,0,0.0974,0,2,5,True,False,False,False,False,False,False,False,False,True
28.33,1,0.319,1,5,0,False,False,False,False,True,False,False,False,False,True
132.62,1,0.7042,0,7,0,False,False,False,False,True,False,False,False,False,True
163.08,0,0.7537,1,17,4,False,False,False,True,False,False,False,False,True,False
176.05,0,0.526,0,21,1,False,False,False,False,True,False,False,True,False,False
197.84,0,0.0591,0,21,4,False,True,False,False,False,False,False,False,False,True
14.62,0,0.8735,1,6,6,False,True,False,False,False,False,True,False,False,False
248.94,0,0.2806,0,15,2,True,False,False,False,False,True,False,False,False,False
84.1,1,0.8728,1,10,3,False,False,True,False,False,False,False,False,False,True
38.59,0,0.5075,0,8,6,False,True,False,False,False,False,False,True,False,False
87.24,1,0.9513,1,6,1,False,False,True,False,False,True,False,False,False,False
7.43,0,0.292,0,13,1,True,False,False,False,False,False,False,False,True,False
81.49,0,0.1773,1,4,2,False,False,False,True,False,False,True,False,False,False
55.74,0,0.5416,1,22,2,False,True,False,False,False,False,False,False,True,False
30.34,1,0.7642,0,9,6,False,False,True,False,False,False,True,False,False,False
281.76,0,0.7673,1,20,3,True,False,False,False,False,True,False,False,False,False
190.34,0,0.6682,0,17,3,False,False,False,True,False,True,False,False,False,False
39.45,0,0.1267,0,5,6,False,False,True,False,False,False,False,True,False,False
1.21,1,0.3315,0,19,1,False,False,False,False,True,False,False,True,False,False
13.39,1,0.8537,1,8,4,False,True,False,False,False,True,False,False,False,False
71.42,1,0.2332,0,6,2,False,False,False,True,False,False,False,False,True,False
10.0,0,0.9416,1,15,1,False,False,True,False,False,False,True,False,False,False
16.76,0,0.7271,0,2,5,False,False,False,True,False,False,True,False,False,False
311.23,1,0.5802,0,20,0,False,False,False,True,False,False,True,False,False,False
112.49,0,0.9597,1,18,3,False,False,False,False,True,False,False,False,True,False
28.54,0,0.0161,1,1,0,False,True,False,False,False,True,False,False,False,False
173.16,0,0.2505,0,11,4,False,False,False,True,False,True,False,False,False,False
242.77,0,0.8981,1,16,5,False,False,False,False,True,True,False,False,False,False
83.04,0,0.0104,0,13,2,False,False,True,False,False,False,False,False,True,False
162.25,1,0.5079,0,20,2,True,False,False,False,False,False,False,False,False,True
3.63,0,0.315,0,6,6,False,True,False,False,False,False,False,False,False,True
157.77,0,0.9915,1,20,6,False,False,False,False,True,False,True,False,False,False
489.35,0,0.3086,0,20,1,True,False,False,False,False,False,False,False,True,False
85.73,0,0.6995,0,21,4,False,False,False,True,False,False,False,False,True,False
118.31,0,0.3178,1,7,1,False,False,False,True,False,False,False,True,False,False
134.75,0,0.458,0,4,2,True,False,False,False,False,False,False,False,True,False
77.22,1,0.8173,0,9,3,False,False,False,False,True,False,True,False,False,False
31.53,0,0.9783,1,9,4,True,False,False,False,False,True,False,False,False,False
174.34,0,0.3646,0,21,1,False,False,False,True,False,False,False,False,True,False
102.28,1,0.9454,1,10,6,True,False,False,False,False,False,False,False,False,True
128.85,0,0.0321,0,11,4,False,True,False,False,False,True,False,False,False,False
33.03,0,0.5667,0,8,0,True,False,False,False,False,False,False,False,False,True
0.96,0,0.215,0,7,0,False,False,False,True,False,True,False,False,False,False
0.33,0,0.3524,0,20,5,False,False,False,False,True,False,False,False,False,True
75.05,1,0.1265,0,21,5,True,False,False,False,False,False,False,True,False,False
3.2,0,0.1395,0,15,2,False,False,False,False,True,False,False,True,False,False
27.78,0,0.3209,0,21,0,False,False,False,False,True,False,True,False,False,False
69.41,0,0.9964,1,20,3,False,False,True,False,False,False,False,False,True,False
94.05,0,0.4326,1,8,2,True,False,False,False,False,False,False,False,False,True
154.15,1,0.6008,0,14,4,False,False,False,False,True,False,False,False,False,True
226.11,0,0.5324,0,0,3,False,False,True,False,False,False,False,False,False,True
42.58,1,0.3708,1,0,6,False,False,True,False,False,False,False,False,False,True
62.87,1,0.9587,1,18,4,False,True,False,False,False,False,False,False,True,False
0.75,0,0.3514,0,15,2,True,False,False,False,False,False,False,False,False,True
191.24,0,0.2632,1,15,1,False,False,False,False,True,False,False,False,False,True
67.66,1,0.636,0,12,4,False,True,False,False,False,False,False,True,False,False
327.61,0,0.8538,1,9,6,False,False,False,True,False,False,False,False,True,False
27.73,0,0.2517,0,18,6,False,True,False,False,False,False,True,False,False,False
417.51,0,0.7331,0,23,2,True,False,False,False,False,False,False,False,False,True
427.47,0,0.1752,1,6,6,False,True,False,False,False,False,True,False,False,False
4.81,0,0.3884,0,12,2,False,False,False,False,True,False,True,False,False,False
33.78,0,0.0225,0,3,3,True,False,False,False,False,False,True,False,False,False
102.86,1,0.5656,0,18,5,False,False,False,True,False,False,False,False,True,False
90.47,0,0.3658,1,11,6,True,False,False,False,False,True,False,False,False,False
31.96,1,0.0389,0,15,0,False,False,True,False,False,False,False,True,False,False
58.49,0,0.7864,0,21,3,False,False,False,True,False,False,False,False,True,False
185.97,1,0.9148,1,3,4,True,False,False,False,False,True,False,False,False,False
26.42,1,0.0777,0,23,3,False,True,False,False,False,False,False,False,True,False
2.96,0,0.5252,0,2,1,False,False,False,True,False,False,False,True,False,False
104.34,1,0.368,0,7,4,False,False,False,True,False,False,False,False,True,False
162.25,0,0.727,0,10,5,False,False,True,False,False,False,False,True,False,False
11.86,0,0.043,0,3,6,False,False,False,True,False,False,False,False,True,False
79.4,0,0.0178,1,4,6,False,False,False,False,True,False,True,False,False,False
274.4,1,0.2823,0,17,5,False,False,False,False,True,False,False,False,True,False
98.23,0,0.6672,0,13,2,False,False,False,False,True,False,True,False,False,False
38.04,1,0.1069,0,3,3,False,False,False,True,False,True,False,False,False,False
110.1,0,0.333,0,0,0,False,True,False,False,False,False,False,True,False,False
23.38,1,0.1315,0,11,0,False,True,False,False,False,False,False,False,False,True
114.46,0,0.0919,0,13,4,False,False,False,False,True,True,False,False,False,False
56.56,0,0.1344,0,14,5,False,False,False,True,False,False,False,True,False,False
10.93,0,0.2704,0,17,6,True,False,False,False,False,True,False,False,False,False
26.67,0,0.1866,0,10,4,False,False,False,False,True,False,False,False,False,True
278.37,0,0.3926,0,10,4,False,False,True,False,False,False,False,True,False,False
4.07,0,0.408,1,18,5,False,False,True,False,False,False,False,False,False,True
58.85,0,0.3835,0,13,4,True,False,False,False,False,False,False,False,False,True
375.61,0,0.1147,1,21,4,False,True,False,False,False,True,False,False,False,False
110.6,0,0.2084,1,4,6,False,False,False,False,True,False,False,False,True,False
1.99,1,0.6482,1,22,2,False,False,False,False,True,False,False,False,True,False
316.8,1,0.7562,0,22,2,False,False,False,True,False,False,False,False,False,True
95.18,0,0.7714,0,4,1,False,False,False,True,False,True,False,False,False,False
44.26,1,0.5926,0,21,1,True,False,False,False,False,False,False,False,True,False
60.14,1,0.4519,0,14,0,False,True,False,False,False,False,False,True,False,False
124.25,1,0.7983,0,12,6,True,False,False,False,False,False,True,False,False,False
19.06,0,0.9508,1,23,3,True,False,False,False,False,False,False,False,True,False
11.4,0,0.8624,1,4,3,True,False,False,False,False,False,True,False,False,False
71.32,0,0.0979,0,17,5,False,False,False,False,True,False,False,False,False,True
17.77,0,0.7617,0,8,1,True,False,False,False,False,True,False,False,False,False
79.38,0,0.9176,1,13,4,False,False,True,False,False,False,True,False,False,False
57.45,0,0.4196,0,4,6,False,False,True,False,False,False,True,False,False,False
124.31,1,0.0853,1,21,2,False,False,True,False,False,False,False,True,False,False
10.48,0,0.7519,0,23,6,False,False,False,False,True,False,False,True,False,False
14.82,0,0.8537,1,11,1,False,True,False,False,False,False,False,False,False,True
15.88,0,0.8419,0,21,4,False,False,False,True,False,False,True,False,False,False
138.75,0,0.9393,1,3,2,False,False,False,True,False,False,True,False,False,False
10.92,0,0.027,0,11,4,False,False,False,False,True,False,False,False,True,False
156.82,1,0.6913,0,22,6,False,False,True,False,False,False,False,False,True,False
2.01,0,0.9868,1,17,0,False,True,False,False,False,True,False,False,False,False
39.74,1,0.5032,0,18,5,True,False,False,False,False,False,False,True,False,False
80.25,0,0.3548,0,18,5,True,False,False,False,False,False,False,False,False,True
0.42,0,0.5263,0,21,3,False,False,False,False,True,False,False,False,True,False
64.03,0,0.2065,0,19,1,False,False,True,False,False,False,False,True,False,False
35.43,1,0.5926,0,12,0,False,False,True,False,False,False,False,True,False,False
19.04,0,0.2381,0,9,2,False,True,False,False,False,True,False,False,False,False
38.67,0,0.6736,1,16,6,False,False,False,False,True,False,True,False,False,False
38.48,0,0.0675,0,1,6,False,False,True,False,False,True,False,False,False,False
46.34,1,0.4771,0,22,1,False,False,False,True,False,False,True,False,False,False
62.02,0,0.6012,0,8,5,False,True,False,False,False,False,True,False,False,False
82.38,0,0.1085,0,16,6,False,False,False,False,True,False,True,False,False,False
60.94,0,0.8594,1,20,6,False,True,False,False,False,False,False,True,False,False
278.23,0,0.1401,0,8,1,False,False,False,False,True,True,False,False,False,False
66.24,0,0.5137,0,23,3,False,False,True,False,False,False,False,True,False,False
92.53,0,0.0512,0,3,5,False,False,False,False,True,False,False,False,False,True
16.95,1,0.3523,1,5,1,False,True,False,False,False,False,False,False,True,False
18.97,0,0.5382,0,16,5,False,True,False,False,False,False,False,False,True,False
41.85,0,0.2841,0,12,1,False,False,False,False,True,False,False,False,True,False
273.44,1,0.774,0,7,2,False,False,False,False,True,False,False,True,False,False
25.05,0,0.4802,0,6,5,True,False,False,False,False,False,True,False,False,False
17.39,1,0.1978,0,13,2,False,False,False,False,True,False,False,False,True,False
0.47,1,0.4279,0,8,6,False,False,False,False,True,False,False,False,True,False
17.96,1,0.1001,0,8,1,False,True,False,False,False,False,False,False,True,False
30.32,0,0.3106,0,12,2,False,False,False,False,True,True,False,False,False,False
22.99,0,0.4343,0,6,3,False,True,False,False,False,False,True,False,False,False
456.02,0,0.7045,0,14,6,False,False,False,False,True,False,True,False,False,False
108.87,0,0.4833,0,6,1,False,False,False,True,False,False,False,False,True,False
84.7,1,0.4726,0,16,3,False,False,False,True,False,False,True,False,False,False
15.9,0,0.2436,0,15,6,True,False,False,False,False,True,False,False,False,False
286.45,1,0.847,0,11,0,False,False,True,False,False,False,False,False,True,False
7.01,0,0.2676,0,19,1,False,False,True,False,False,False,True,False,False,False
84.21,0,0.3238,0,0,6,True,False,False,False,False,False,False,False,True,False
173.07,0,0.1842,0,6,6,False,True,False,False,False,False,True,False,False,False
188.2,0,0.1334,0,6,5,False,False,False,True,False,False,False,False,False,True
19.41,0,0.0787,0,19,0,False,False,True,False,False,False,True,False,False,False
34.72,0,0.6382,0,17,3,False,False,False,True,False,False,False,True,False,False
74.93,0,0.2654,0,23,6,False,False,False,False,True,True,False,False,False,False
188.36,0,0.3439,1,20,2,False,False,False,False,True,False,True,False,False,False
54.12,0,0.0879,0,1,2,True,False,False,False,False,False,False,False,True,False
30.56,0,0.9035,1,0,3,True,False,False,False,False,False,False,False,True,False
6.44,0,0.9556,1,14,0,False,False,True,False,False,False,False,False,False,True
111.96,0,0.2376,0,18,1,False,False,True,False,False,False,False,True,False,False
3.39,0,0.1147,0,12,5,False,False,False,True,False,False,False,False,False,True
9.89,0,0.4676,0,16,0,False,False,False,False,True,False,True,False,False,False
62.54,0,0.0218,1,0,5,False,False,True,False,False,False,False,True,False,False
0.69,0,0.5955,0,11,0,False,False,False,False,True,False,True,False,False,False
60.34,0,0.2957,0,21,1,False,False,True,False,False,False,False,True,False,False
304.23,1,0.9377,1,0,5,True,False,False,False,False,True,False,False,False,False
375.72,0,0.0418,0,0,5,True,False,False,False,False,False,False,True,False,False
